eu5	0	[[6610000, 6667999], [7118000, 7176999], [10406000, 10408999], [10576000, 10580999], [13563000, 13565999], [15636000, 15640999], [21900000, 22261999], [23337000, 23360999], [24297000, 24333999], [24365000, 24751999], [25449000, 25491999], [25510000, 25703999], [25947000, 25966999], [28045000, 28201999], [28251000, 28357999], [29096000, 29145999], [29692000, 29730999], [34424000, 34458999], [37057000, 37126999], [39302000, 39376999], [39501000, 39578999], [40339000, 40406999], [40657000, 40701999]]
eu5	1	[[5793000, 5801999], [6641000, 6786999], [7217000, 7235999], [10576000, 10580999], [12264000, 12273999], [12612000, 12658999], [13575000, 13626999], [19834000, 19879999], [20589000, 20720999], [21726000, 21776999], [21872000, 22003999], [23242000, 23262999], [23358000, 23393999], [24297000, 24307999], [24373000, 24462999], [24557000, 24618999], [25753000, 25767999], [26303000, 26360999], [28045000, 28201999], [28251000, 28350999], [28893000, 28949999], [29692000, 29730999], [33986000, 34107999], [34424000, 34457999], [37057000, 37079999], [38890000, 39054999], [43963000, 44069999], [46142000, 46159999], [47294000, 47326999]]
eu6	0	[[3435000, 3442999], [3796000, 3831999], [7136000, 7226999], [13563000, 13608999], [22123000, 22140999], [22746000, 23122999], [23242000, 23262999], [23358000, 23385999], [24557000, 24636999], [25694000, 25756999], [28045000, 28201999], [28247000, 28279999], [28462000, 28478999], [29096000, 29171999], [39194000, 39200999], [39321000, 39476999], [39630000, 39644999], [40144000, 40185999], [47294000, 47326999], [49537000, 49598999]]
eu6	1	[[392000, 393999], [3328000, 3442999], [7118000, 7188999], [10406000, 10408999], [10576000, 10580999], [12264000, 12273999], [20589000, 20720999], [21628000, 21674999], [23261000, 23413999], [24557000, 24618999], [25486000, 25565999], [28035000, 28064999], [28173000, 28201999], [28242000, 28263999], [28278000, 28626999], [28851000, 28962999], [34450000, 34593999], [36492000, 36527999], [38968000, 39038999], [40339000, 40406999], [40589000, 40619999], [40861000, 40920999], [48968000, 48991999]]
eu7	0	[[1921000, 2020999], [5010000, 5017999], [5690000, 5746999], [6387000, 6457999], [6590000, 6753999], [7251000, 7262999], [9628000, 9660999], [10173000, 10325999], [10447000, 10471999], [13563000, 13608999], [13701000, 13714999], [14343000, 14400999], [22123000, 22140999], [22371000, 22397999], [22633000, 22715999], [23828000, 23959999], [24569000, 24618999], [24959000, 25077999], [25686000, 25731999], [25754000, 25760999], [25947000, 25966999], [28212000, 28283999], [28448000, 28497999], [29194000, 29239999], [34292000, 34378999], [34470000, 34477999], [36008000, 36066999], [38748000, 38766999], [40401000, 40662999], [46106000, 46159999], [47598000, 47650999]]
eu7	1	[[1921000, 2070999], [4567000, 4594999], [6590000, 6905999], [10529000, 10639999], [10786000, 10796999], [20589000, 20720999], [22702000, 22781999], [22955000, 23959999], [25558000, 25675999], [27694000, 27709999], [28379000, 28686999], [34728000, 34750999], [39302000, 39476999], [40356000, 40362999], [40565000, 40628999], [40861000, 40965999], [41347000, 41447999], [44177000, 44242999], [46106000, 46159999], [47294000, 47326999]]
eu8	0	[[6683000, 6905999], [7155000, 7226999], [10483000, 10778999], [10894000, 10916999], [11873000, 11987999], [19834000, 19879999], [21726000, 21776999], [21872000, 22003999], [23242000, 23262999], [23358000, 23393999], [24432000, 24496999], [25449000, 25491999], [25510000, 25632999], [25694000, 25756999], [26303000, 26360999], [27963000, 28006999], [28278000, 28742999], [28941000, 29040999], [29096000, 29171999], [29692000, 29729999], [33900000, 33988999], [34080000, 34144999], [37309000, 37354999], [39302000, 39439999], [40589000, 40619999], [43619000, 43626999], [48492000, 48549999]]
eu8	1	[[4577000, 4594999], [5010000, 5017999], [5832000, 5858999], [6683000, 6905999], [10610000, 10639999], [10785000, 10796999], [13555000, 13566999], [18479000, 18540999], [20698000, 20720999], [23331000, 23393999], [24500000, 24557999], [25694000, 25756999], [26303000, 26360999], [27293000, 27302999], [28133000, 28187999], [28445000, 28498999], [28523000, 28587999], [28893000, 28968999], [29152000, 29171999], [33912000, 33988999], [34080000, 34144999], [34313000, 34378999], [34728000, 34750999], [39193000, 39200999], [40771000, 41054999], [41208000, 41286999], [43769000, 43799999], [47214000, 47294999], [49592000, 49598999]]
eu9	0	[[1921000, 2070999], [4567000, 4594999], [5793000, 5799999], [6683000, 6753999], [10785000, 10796999], [10894000, 10916999], [11845000, 11903999], [20589000, 20720999], [23331000, 23393999], [25669000, 25964999], [27293000, 27383999], [28133000, 28187999], [28380000, 28492999], [29000000, 29014999], [33676000, 33692999], [34424000, 34457999], [35492000, 35497999], [38993000, 39054999], [39306000, 39329999], [39470000, 39476999], [41354000, 41447999], [43769000, 43799999], [45257000, 45336999], [46109000, 46160999], [46275000, 46371999], [47598000, 47650999]]
eu9	1	[[1927000, 2070999], [6102000, 6112999], [9924000, 9955999], [10156000, 10158999], [10195000, 10427999], [10785000, 10796999], [10894000, 10916999], [11873000, 11893999], [13563000, 13618999], [22123000, 22142999], [23374000, 23393999], [24086000, 24127999], [25611000, 25675999], [26889000, 26937999], [28258000, 28327999], [28366000, 28537999], [30559000, 30590999], [32290000, 32338999], [34080000, 34144999], [34292000, 34391999], [35635000, 35709999], [37057000, 37126999], [39230000, 39293999], [40164000, 40186999], [40356000, 40492999], [40771000, 41054999], [41209000, 41215999], [41414000, 41447999], [44037000, 44120999], [48968000, 48985999]]
